Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.30 GHz, Intel Xeon E-2124)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$4$4$1$1$27.3$28.1$--$--$Apr-2019$Intel Xeon E-2124G$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.20 GHz, Intel Xeon Silver 4214)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$142$147$--$--$Jan-2020$Intel Xeon E-2224$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.50 GHz, Intel Xeon Silver 4215)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$103$107$--$--$Jan-2020$Intel Xeon E-2226G$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Silver 4216)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$186$193$--$--$Dec-2019$Intel Xeon E-2236$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Silver 4208)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$87.6$90.3$--$--$Nov-2019$Intel Xeon E-2278G$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$16 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.20 GHz, Intel Xeon Silver 4210)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$117$120$--$--$May-2019$Intel Xeon E-2134$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.70 GHz, Intel Xeon E-2176G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$47.6$49.9$--$--$May-2019$Intel Xeon E-2146G$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (1.90 GHz, Intel Xeon Bronze 3204)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$42.1$42.9$--$--$Jan-2020$Intel Xeon E-2224G$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.30 GHz, Intel Xeon E-2126G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$6$6$1$1$40.8$42.2$--$--$Jun-2019$Intel Xeon E-2144G$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.50 GHz, Intel Xeon E-2134)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$34.3$35.7$--$--$Dec-2019$Intel Xeon E-2234$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.30 GHz, Intel Xeon E-2136)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$47.9$50.2$--$--$Dec-2019$Intel Xeon E-2246G$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.60 GHz, Intel Xeon E-2144G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$34.5$35.9$--$--$Jan-2019$Intel Xeon E-2176G$3700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.50 GHz, Intel Xeon E-2146G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$47.0$49.2$--$--$Oct-2019$Intel Xeon E-2288G$3700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$16 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS RS100-E10(P11C-M/4L) Server System (3.80 GHz, Intel Xeon E-2174G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$35.1$36.5$--$--$Jan-2019$Intel Xeon E-2174G$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD, 7200RPM
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.25 GHz, AMD EPYC 7742  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$1$2$353$385$--$--$Dec-2018$Intel Xeon E-2186G$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 500 GB SATA HDD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.40 GHz, Intel Xeon Platinum 8260M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$309$322$--$--$Dec-2019$Intel Xeon E-2244G$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.60 GHz, Intel Xeon Gold 6240M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$248$258$--$--$Nov-2019$Intel Xeon E-2276G$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 6252)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$287$298$--$--$Nov-2019$Intel Xeon E-2274G$4000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (3.80 GHz, Intel Xeon Platinum 8256)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$68.3$70.2$--$--$Oct-2019$Intel Xeon E-2286G$4000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (4 x 16 GB 2Rx8 PC4-2666V-E)$1 x 1 TB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.00 GHz, AMD EPYC 7702P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$1$2$344$376$--$--$Dec-2021$Intel Xeon E-2378$2600$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$16 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.90 GHz, AMD EPYC 7542  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$223$241$--$--$Jan-2022$Intel Xeon E-2314$2800$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.80 GHz, AMD EPYC 7402P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$177$189$--$--$Nov-2021$Intel Xeon E-2378G$2800$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$16 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.50 GHz, AMD EPYC 7502P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$1$2$218$235$--$--$Jan-2022$Intel Xeon E-2336$2900$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.70 GHz, Intel Xeon E-2288G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$61.7$64.9$--$--$Dec-2021$Intel Xeon E-2324G$3100$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 2.25 GHz, AMD EPYC 7742  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$256$128$2$2$701$769$--$--$Dec-2021$Intel Xeon E-2356G$3200$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.00 GHz, AMD EPYC 7302P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$124$131$--$--$Oct-2021$Intel Xeon E-2388G$3200$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$16 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.30 GHz, AMD EPYC 7352  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$171$182$--$--$Jan-2022$Intel Xeon E-2334$3400$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 2.00 GHz, AMD EPYC 7702  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$256$128$2$2$681$742$--$--$Dec-2021$Intel Xeon E-2386G$3500$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$12 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.80 GHz, Intel Xeon E-2276G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$51.0$53.5$--$--$Jan-2022$Intel Xeon E-2374G$3700$32 KB I + 48 KB D on chip per core$512 KB I+D on chip per core$8 MB I+D on chip per chip$64 GB (2 x 32 GB 2Rx8 PC4-3200AA-E)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.40 GHz, Intel Xeon E-2278G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$61.4$64.6$--$--$Jan-2020$AMD EPYC 7662$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (4.00 GHz, Intel Xeon E-2286G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$51.1$53.6$--$--$Sep-2019$AMD EPYC 7702P$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (4.00 GHz, Intel Xeon E-2274G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$35.8$37.2$--$--$Mar-2020$AMD EPYC 7552$2200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 2.80 GHz, AMD EPYC 7402  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$353$376$--$--$Dec-2019$AMD EPYC 7742$2250$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 2.50 GHz, AMD EPYC 7502  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$2$2$437$471$--$--$Aug-2019$AMD EPYC 7742$2250$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.20 GHz, AMD EPYC 7262  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$68.3$71.3$--$--$Nov-2019$AMD EPYC 7352$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 3.00 GHz, AMD EPYC 7302  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$246$260$--$--$Aug-2020$AMD EPYC 7642$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.25 GHz, AMD EPYC 7742  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$1$2$355$389$--$--$Aug-2020$AMD EPYC 7452$2350$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.60 GHz, Intel Xeon E-2246G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$48.1$50.4$--$--$Aug-2020$AMD EPYC 7532$2400$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.60 GHz, Intel Xeon E-2234)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$36.3$37.7$--$--$Oct-2019$AMD EPYC 7502P$2500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.40 GHz, Intel Xeon E-2236)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$6$1$2$50.5$52.9$--$--$Mar-2020$AMD EPYC 7H12$2600$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 480 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.80 GHz, Intel Xeon E-2244G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$8$4$1$2$36.5$37.8$--$--$Mar-2020$AMD EPYC 7282$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.40 GHz, Intel Xeon E-2226G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$6$6$1$1$43.0$44.5$--$--$Oct-2019$AMD EPYC 7402P$2800$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.40 GHz, Intel Xeon E-2224)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$4$4$1$1$29.0$29.8$--$--$Mar-2020$AMD EPYC 7272$2900$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 3 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS300-E10(P11C-C/4L) Server System (3.50 GHz, Intel Xeon E-2224G)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$4$4$1$1$30.1$31.0$--$--$Oct-2019$AMD EPYC 7542$2900$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 4 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (2.70 GHz, Intel Xeon Gold 6258R)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$367$382$--$--$Nov-2019$AMD EPYC 7302P$3000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS ESC8000 G4(Z11PG-D24) Server System (3.90 GHz, Intel Xeon Gold 6250)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$147$152$--$--$Apr-2020$AMD EPYC 7232P$3100$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$32 MB I+D on chip per chip, 8 MB shared / 2 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 3.50 GHz, AMD EPYC 7F52  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$296$312$--$--$Mar-2020$AMD EPYC 7252$3100$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 3.20 GHz, AMD EPYC 7F72  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$391$417$--$--$Dec-2019$AMD EPYC 7262$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.70 GHz, AMD EPYC 7F32  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$76.8$80.2$--$--$Mar-2020$AMD EPYC 7F72$3200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$192 MB I+D on chip per chip, 16 MB shared / 2 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.50 GHz, AMD EPYC 7F52  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$149$157$--$--$Mar-2020$AMD EPYC 7F52$3500$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 16 MB per core$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.20 GHz, AMD EPYC 7F72  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$1$2$196$210$--$--$Mar-2020$AMD EPYC 7F32$3700$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 16 MB per core$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.60 GHz, AMD EPYC 7H12  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$1$2$362$393$--$--$Feb-2019$AMD EPYC 7601$2200$64 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$64 MB I+D on chip per chip, 8 MB shared / 4 cores$512 GB (8 x 64 GB 4Rx4 PC4-2667V-R)$1 x 960 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS700A-E9V2(KNPP-D32-R) Server System 3.70 GHz, AMD EPYC 7F32  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$152$159$--$--$Jun-2021$AMD EPYC 7663$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 7 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.00 GHz, AMD EPYC 7662  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$1$2$356$388$--$--$Jun-2021$AMD EPYC 7713$2000$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.90 GHz, AMD EPYC 7272  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$24$12$1$2$86.9$92.2$--$--$Feb-2022$AMD EPYC 7773X$2200$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$768 MB I+D on chip per chip, 96 MB shared / 8 cores$512 GB (8 x 64 GB 4Rx4 PC4-3200AA-L)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.80 GHz, AMD EPYC 7282  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$1$2$110$118$--$--$Jul-2021$AMD EPYC 7643$2300$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 6 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 2.20 GHz, AMD EPYC 7552  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$1$2$295$322$--$--$Nov-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (8 x 64 GB 4Rx4 PC4-3200AA-L)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.10 GHz, AMD EPYC 7232P  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$58.3$61.5$--$--$May-2021$AMD EPYC 7763$2450$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$256 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
ASUSTeK Computer Inc.$ASUS RS500A-E10(KRPA-U16) Server System 3.10 GHz, AMD EPYC 7252  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$1$2$60.9$64.1$--$--$Jul-2021$AMD EPYC 7513$2600$32 KB I + 32 KB D on chip per core$512 KB I+D on chip per core$128 MB I+D on chip per chip, 32 MB shared / 8 cores$512 GB (8 x 64 GB 2Rx4 PC4-3200AA-R)$1 x 240 GB SATA SSD
